,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant,3_assign_from_var_id_restaurant,3_assign_to_var_id_restaurant,3_assign_from_node_id_restaurant,3_assign_to_node_id_restaurant,3_assign_type_restaurant,3_dist_restaurant,4_assign_from_var_id_restaurant,4_assign_to_var_id_restaurant,4_assign_from_node_id_restaurant,4_assign_to_node_id_restaurant,4_assign_type_restaurant,4_dist_restaurant,5_assign_from_var_id_restaurant,5_assign_to_var_id_restaurant,5_assign_from_node_id_restaurant,5_assign_to_node_id_restaurant,5_assign_type_restaurant,5_dist_restaurant,6_assign_from_var_id_restaurant,6_assign_to_var_id_restaurant,6_assign_from_node_id_restaurant,6_assign_to_node_id_restaurant,6_assign_type_restaurant,6_dist_restaurant,7_assign_from_var_id_restaurant,7_assign_to_var_id_restaurant,7_assign_from_node_id_restaurant,7_assign_to_node_id_restaurant,7_assign_type_restaurant,7_dist_restaurant,8_assign_from_var_id_restaurant,8_assign_to_var_id_restaurant,8_assign_from_node_id_restaurant,8_assign_to_node_id_restaurant,8_assign_type_restaurant,8_dist_restaurant,9_assign_from_var_id_restaurant,9_assign_to_var_id_restaurant,9_assign_from_node_id_restaurant,9_assign_to_node_id_restaurant,9_assign_type_restaurant,9_dist_restaurant
0,0,44,0,193,existing,174.11392034311757,0,44,0,4,existing,694.6007774755575,0,44,0,132,allocated,261.8409932693727,0,51,0,126,existing,102.02889760505185,0,50,0,194,existing,115.3781101074366,0,53,0,132,existing,261.8409932693727,0,52,0,193,existing,174.11392034311757,0,54,0,132,existing,261.8409932693727,0,49,0,138,existing,423.7425663590896,0,57,0,74,existing,575.5199385653821,0,55,0,189,existing,320.09412103418015,0,56,0,74,existing,575.5199385653821,0,48,0,190,existing,661.2910974479122
1,1,44,3,193,existing,224.31093939313982,1,44,3,6,existing,741.466420138536,1,44,3,132,allocated,312.03801231939497,1,51,3,126,existing,152.22591665507412,1,50,3,194,existing,165.57512915745886,1,53,3,132,existing,312.03801231939497,1,52,3,193,existing,224.31093939313982,1,54,3,132,existing,312.03801231939497,1,49,3,138,existing,473.9395854091118,1,55,3,189,existing,317.1214134599896,1,56,3,74,existing,572.5472309911914,1,48,3,190,existing,711.4881164979345,1,57,3,74,existing,572.5472309911914
2,2,41,4,190,existing,69.03589019572694,2,41,4,4,existing,0.0,2,41,4,4,allocated,0.0,2,48,4,190,existing,69.03589019572694,2,49,4,138,existing,340.47644850670156,2,50,4,194,existing,579.2226673681209,2,51,4,126,existing,592.5718798705057,2,55,4,189,existing,821.9673013002857,2,52,4,193,existing,661.0551759397753,2,53,4,132,existing,748.7822488660304,2,54,4,132,existing,748.7822488660304,2,57,4,74,existing,1077.3931188314878,2,56,4,74,existing,1077.3931188314878
3,3,41,5,190,existing,220.89124070198466,3,41,5,4,existing,151.8553505062577,3,41,5,4,allocated,151.8553505062577,3,48,5,190,existing,220.89124070198466,3,50,5,194,existing,427.3673168618633,3,49,5,138,existing,439.0660570058966,3,51,5,126,existing,440.71652936424806,3,52,5,193,existing,509.1998254335176,3,54,5,132,existing,596.9268983597727,3,55,5,189,existing,670.1119507940282,3,53,5,132,existing,596.9268983597727,3,57,5,74,existing,925.53776832523,3,56,5,74,existing,925.53776832523
4,4,39,6,230,existing,265.3283319639532,4,39,6,6,existing,0.0,4,39,6,116,allocated,101.68976363146959,4,56,6,74,existing,339.602074216328,4,57,6,74,existing,339.602074216328,4,55,6,189,existing,424.34500667854644,4,58,6,64,existing,356.32709194320597,4,53,6,132,existing,555.6532500812843,4,54,6,132,existing,555.6532500812843,4,59,6,263,existing,436.93224980301284,4,52,6,193,existing,643.3803230075395,4,51,6,126,existing,653.7404281083266,4,50,6,194,existing,667.0896406107113
5,5,39,7,230,existing,149.61457923245868,5,39,7,6,existing,115.71375273149452,5,39,7,116,allocated,217.40351636296413,5,56,7,74,existing,455.31582694782253,5,57,7,74,existing,455.31582694782253,5,55,7,189,existing,540.0587594100409,5,58,7,64,existing,472.0408446747005,5,53,7,132,existing,671.367002812779,5,54,7,132,existing,671.367002812779,5,59,7,263,existing,552.6460025345074,5,52,7,193,existing,759.094075739034,5,51,7,126,existing,769.4541808398211,5,50,7,194,existing,782.8033933422058
6,6,41,8,190,existing,240.0708512168145,6,41,8,4,existing,171.03496102108755,6,41,8,4,allocated,171.03496102108755,6,48,8,190,existing,240.0708512168145,6,50,8,194,existing,408.1877063470333,6,51,8,126,existing,421.5369188494181,6,49,8,138,existing,419.88644649106664,6,54,8,132,existing,577.7472878449428,6,53,8,132,existing,577.7472878449428,6,55,8,189,existing,650.9323402791981,6,52,8,193,existing,490.02021491868766,6,56,8,74,existing,906.3581578104,6,57,8,74,existing,906.3581578104
7,7,43,10,234,existing,140.756501854069,7,43,10,4,existing,483.47838437891727,7,43,10,10,allocated,0.0,7,49,10,138,existing,159.24223623994192,7,50,10,194,existing,200.92143311841608,7,52,10,193,existing,250.16044562736903,7,51,10,126,existing,214.27064562080082,7,55,10,189,existing,442.1331468584334,7,53,10,132,existing,337.88751855362415,7,54,10,132,existing,337.88751855362415,7,48,10,190,existing,430.6827945509166,7,57,10,74,existing,697.5589643896352,7,56,10,74,existing,697.5589643896352
8,8,46,11,74,existing,369.7652430705639,8,46,11,116,existing,426.83816467484235,8,46,11,63,allocated,34.34780664244121,8,58,11,64,existing,172.20083636310602,8,59,11,263,existing,187.27610428934653,8,55,11,189,existing,327.64279947052734,8,56,11,74,existing,369.7652430705639,8,53,11,132,existing,408.0998929059504,8,57,11,74,existing,369.7652430705639,8,54,11,132,existing,408.0998929059504,8,52,11,193,existing,495.82696583220553,8,50,11,194,existing,570.3874334026922,8,51,11,126,existing,557.0382209003075
9,9,46,12,74,existing,230.32935167424105,9,46,12,116,existing,287.4022732785195,9,46,12,263,allocated,47.840212893023676,9,58,12,64,existing,32.764944966783176,9,59,12,263,existing,47.840212893023676,9,56,12,74,existing,230.32935167424105,9,57,12,74,existing,230.32935167424105,9,53,12,132,existing,547.5357843022732,9,55,12,189,existing,467.0786908668502,9,54,12,132,existing,547.5357843022732,9,52,12,193,existing,635.2628572285284,9,51,12,126,existing,696.4741122966303,9,50,12,194,existing,709.823324799015
