,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_restaurant,assign_to_var_id_restaurant,assign_from_node_id_restaurant,assign_to_node_id_restaurant,assign_type_restaurant,dist_restaurant,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school
0,0,90,0,523,existing,711.4745026350907,0,90,0,220,allocated,750.4057410550307,0,90,0,137,existing,349.4852408204658
1,1,93,1,389,existing,772.2271269154065,1,93,1,220,allocated,756.4810443932793,1,93,1,137,existing,427.8801234465264
2,2,87,2,446,existing,524.2518632978049,2,87,2,429,allocated,361.9497627655264,2,87,2,676,existing,279.77448496350405
3,3,87,3,446,existing,506.24526226187504,3,87,3,429,allocated,343.9431617295965,3,87,3,676,existing,297.7810859994339
4,4,51,6,443,allocated,663.5318079069596,4,51,6,634,existing,387.2756971991421,4,51,6,443,existing,663.5318079069596
5,5,51,7,443,allocated,457.9951863945894,5,51,7,634,existing,176.0076931544166,5,51,7,443,existing,457.9951863945894
6,6,18,8,179,allocated,451.47630816328535,6,18,8,319,allocated,563.0993344042442,6,18,8,179,allocated,451.47630816328535
7,7,18,9,179,allocated,504.44618905226474,7,18,9,319,allocated,616.0692152932236,7,18,9,179,allocated,504.44618905226474
8,8,89,12,386,existing,243.64483424699785,8,89,12,386,existing,243.64483424699785,8,89,12,372,existing,638.6072695993307
9,9,89,13,386,existing,122.15607516500157,9,89,13,386,existing,122.15607516500157,9,89,13,372,existing,517.1185105173344
10,10,20,14,193,allocated,430.8934375826914,10,20,14,634,existing,505.39801720269895,10,20,14,119,allocated,463.84840730275425
11,11,51,15,443,allocated,472.49462145645055,11,51,15,634,existing,556.0984584815263,11,51,15,443,existing,472.49462145645055
12,12,5,16,60,allocated,198.18267312771235,12,5,16,544,existing,394.63860722278673,12,5,16,60,allocated,198.18267312771235
13,13,5,17,60,allocated,208.24752685230223,13,5,17,544,existing,404.70346094737664,13,5,17,60,allocated,208.24752685230223
14,14,88,18,335,existing,96.41276516885513,14,88,18,335,existing,96.41276516885513,14,88,18,372,existing,343.50519365300283
15,15,88,19,335,existing,228.37311901902945,15,88,19,335,existing,228.37311901902945,15,88,19,372,existing,475.46554750317716
16,16,91,21,436,existing,185.23953413006774,16,91,21,28,existing,203.5230572832478,16,91,21,444,allocated,444.8102622109993
17,17,20,22,193,allocated,424.12499681555926,17,20,22,23,allocated,213.08060625748735,17,20,22,23,existing,213.08060625748735
18,18,57,23,464,allocated,509.2692738520996,18,57,23,23,allocated,0.0,18,57,23,23,existing,0.0
19,19,90,24,523,existing,743.6848803299196,19,90,24,216,existing,870.8066412086343,19,90,24,137,existing,491.8795439590864
20,20,90,25,523,existing,683.6118925562952,20,90,25,216,existing,810.73365343501,20,90,25,137,existing,534.2485065076862
21,21,89,26,386,existing,260.31674609629823,21,89,26,386,existing,260.31674609629823,21,89,26,296,allocated,610.7807736749992
22,22,89,27,386,existing,303.0391708582452,22,89,27,386,existing,303.0391708582452,22,89,27,296,allocated,568.0583489130522
23,23,82,29,29,existing,0.0,23,82,29,405,existing,274.4860806588913,23,82,29,662,existing,478.17260691034215
24,24,93,31,389,existing,688.8081253422586,24,93,31,220,allocated,673.0620428201312,24,93,31,137,existing,562.6092970242207
25,25,18,32,179,allocated,398.21714342845644,25,18,32,319,allocated,495.2172755082049,25,18,32,179,allocated,398.21714342845644
26,26,18,33,179,allocated,408.7557934292682,26,18,33,319,allocated,543.3266357414811,26,18,33,179,allocated,408.7557934292682
27,27,76,34,662,allocated,261.6836859682765,27,76,34,665,allocated,665.4083874204979,27,76,34,34,existing,0.0
28,28,76,35,662,allocated,345.18299747149774,28,76,35,665,allocated,654.7286155191474,28,76,35,34,existing,83.49931150322129
29,29,93,42,389,existing,322.07408732100873,29,93,42,220,allocated,338.27174581575343,29,93,42,389,allocated,322.07408732100873
30,30,93,43,389,existing,247.94257827908584,30,93,43,220,allocated,264.1402367738305,30,93,43,389,allocated,247.94257827908584
31,31,95,45,136,existing,447.24259553712363,31,95,45,270,allocated,466.36624058904346,31,95,45,296,allocated,294.82844271440877
32,32,95,46,136,existing,320.2270385750078,32,95,46,429,allocated,394.73640253755866,32,95,46,296,allocated,167.812885752293
33,33,95,47,136,existing,273.4769160289496,33,95,47,429,allocated,347.98627999150045,33,95,47,296,allocated,121.06276320623476
34,34,95,48,136,existing,215.18537220784293,34,95,48,429,allocated,289.6947361703938,34,95,48,296,allocated,62.77121938512813
35,35,93,56,389,existing,585.0486966250227,35,93,56,23,allocated,291.9525398322608,35,93,56,23,existing,291.9525398322608
36,36,93,57,389,existing,485.4731153817555,36,93,57,220,allocated,469.7270328596282,36,93,57,137,existing,359.27428706371785
37,37,95,59,136,existing,585.0719889602393,37,95,59,429,allocated,456.4845215080944,37,95,59,676,existing,410.3224457779318
38,38,5,60,60,allocated,0.0,38,5,60,544,existing,196.45593409507438,38,5,60,60,allocated,0.0
39,39,18,62,179,allocated,708.7983008405762,39,18,62,319,allocated,314.79946947216024,39,18,62,319,existing,314.79946947216024
40,40,87,66,446,existing,240.05195819231128,40,87,66,66,existing,0.0,40,87,66,296,allocated,629.2775755098555
41,41,88,75,335,existing,410.0843487842135,41,88,75,335,existing,410.0843487842135,41,88,75,319,existing,505.69860783254944
42,42,88,76,335,existing,402.5477422226117,42,88,76,335,existing,402.5477422226117,42,88,76,319,existing,523.7064953030991
43,43,88,77,335,existing,296.67007017303604,43,88,77,335,existing,296.67007017303604,43,88,77,319,existing,509.58598590154793
44,44,88,78,335,existing,340.9998915723897,44,88,78,335,existing,340.9998915723897,44,88,78,319,existing,553.9158073009016
45,45,88,79,335,existing,278.88807358891205,45,88,79,335,existing,278.88807358891205,45,88,79,372,existing,525.9805020730597
46,46,51,86,443,allocated,366.48979997174405,46,51,86,405,existing,240.5576511365898,46,51,86,443,existing,366.48979997174405
47,47,51,87,443,allocated,201.76451320829688,47,51,87,405,existing,405.282937900037,47,51,87,443,existing,201.76451320829688
48,48,51,97,443,allocated,22.758507828023927,48,51,97,421,allocated,275.7525234303534,48,51,97,443,existing,22.758507828023927
49,49,51,98,443,allocated,211.7283762288828,49,51,98,421,allocated,86.7826550294945,49,51,98,443,existing,211.7283762288828
50,50,57,99,464,allocated,264.5148179755653,50,57,99,23,allocated,291.3276808819341,50,57,99,23,existing,291.3276808819341
51,51,90,100,523,existing,833.6069098122529,51,90,100,220,allocated,872.5381482321928,51,90,100,137,existing,471.6176479976279
52,52,57,101,464,allocated,893.5234552120381,52,57,101,23,allocated,822.1212377106513,52,57,101,137,existing,579.1047724463954
53,53,90,102,523,existing,750.8626076376376,53,90,102,319,allocated,672.8466816183446,53,90,102,137,existing,601.4992215890286
54,54,90,103,523,existing,896.2346043247925,54,90,103,319,allocated,818.2186783054997,54,90,103,137,existing,597.8954035398144
55,55,57,104,464,allocated,803.7692724144941,55,57,104,23,allocated,732.3670549131073,55,57,104,137,existing,668.8589552439394
56,56,57,105,464,allocated,710.3932893742422,56,57,105,23,allocated,638.9910718728553,56,57,105,23,existing,638.9910718728553
57,57,55,106,455,allocated,475.6484842993714,57,55,106,545,existing,556.0785158238563,57,55,106,676,existing,331.99084342044205
58,58,55,107,455,allocated,330.6715443412787,58,55,107,545,existing,411.10157586576355,58,55,107,676,existing,476.96778337853465
59,59,57,108,464,allocated,754.3279038885413,59,57,108,319,allocated,645.7184385380033,59,57,108,137,existing,628.62746466937
60,60,57,109,464,allocated,793.326086640463,60,57,109,319,allocated,606.7202557860817,60,57,109,319,existing,606.7202557860817
61,61,20,110,193,allocated,385.78940322520816,61,20,110,220,allocated,537.3828440897285,61,20,110,119,allocated,413.87951571529493
62,62,20,111,193,allocated,366.39603842249323,62,20,111,220,allocated,541.6451360675612,62,20,111,119,allocated,394.48615091258
63,63,51,112,443,allocated,534.7415692088412,63,51,112,421,allocated,548.7759135809704,63,51,112,676,existing,528.9812624395955
64,64,90,120,523,existing,535.670969354949,64,90,120,220,allocated,624.0081324807527,64,90,120,137,existing,211.0157834456768
65,65,93,121,389,existing,576.731244174596,65,93,121,220,allocated,560.9851616524686,65,93,121,137,existing,274.0387542739608
66,66,90,122,523,existing,459.5414660783626,66,90,122,216,existing,586.6632269570775,66,90,122,137,existing,172.0427392089607
67,67,90,123,523,existing,543.055956687005,67,90,123,216,existing,670.1777175657198,67,90,123,137,existing,255.5572298176031
